wall_time,split,epoch,step,lr,total,pep_coord,mhc_coord,torsion,plddt,pep_plddt,pep_ca_rmsd,mhc_ca_rmsd
1782095765.8515418,train,32,5650,0.000132311348770853,0.25705310702323914,0.17254121601581573,0.2165013700723648,0.060588590800762177,0.0009227250702679157,0.004268091171979904,,
1782095775.2734866,train,32,5700,0.00013230186691993211,0.3093986511230469,0.1804552674293518,0.3746313452720642,0.0702238529920578,0.001735893078148365,0.0062058656476438046,,
1782095784.7725372,train,32,5750,0.00013229238474475662,0.22171571850776672,0.13563938438892365,0.21223339438438416,0.06579828262329102,0.0011885702842846513,0.00608976511284709,,
1782095794.2018888,train,32,5800,0.0001322829022454218,0.36934271454811096,0.2616080939769745,0.30611172318458557,0.062173016369342804,0.0012019813293591142,0.0060272556729614735,,
1782095803.6523244,train,32,5850,0.0001322734194220229,0.23131895065307617,0.13109882175922394,0.25360265374183655,0.07334504276514053,0.0014694236451759934,0.007637624628841877,,
1782095813.0992188,train,32,5900,0.00013226393627465492,0.26694661378860474,0.17519693076610565,0.24251961708068848,0.061969418078660965,0.0013506636023521423,0.006081114988774061,,
1782095822.4885023,train,32,5950,0.00013225445280341328,0.237265482544899,0.13174736499786377,0.2928714454174042,0.06435491889715195,0.0012277876958251,0.0052919164299964905,,
1782095831.8784945,train,32,6000,0.00013224496900839306,0.2605287730693817,0.16845132410526276,0.221427321434021,0.07318000495433807,0.0013062721118330956,0.005370845552533865,,
1782095841.3419104,train,32,6050,0.00013223548488968943,0.29806020855903625,0.2238970696926117,0.1712910681962967,0.06253089755773544,0.0007491895230486989,0.004924689419567585,,
1782095850.7661858,train,32,6100,0.00013222600044739756,0.21062630414962769,0.10425633937120438,0.28513211011886597,0.06980042904615402,0.0018671405268833041,0.005843793973326683,,
1782095860.1759596,train,32,6150,0.00013221651568161267,0.21997852623462677,0.13855202496051788,0.20359325408935547,0.06080503761768341,0.0012566351797431707,0.007265659514814615,,
1782095869.7018757,train,32,6200,0.00013220703059243005,0.2465229481458664,0.16620881855487823,0.2007124125957489,0.06009949743747711,0.0008628843352198601,0.007769507355988026,,
1782095879.1315832,train,32,6250,0.0001321975451799451,0.3231212794780731,0.23231320083141327,0.24181096255779266,0.06050372123718262,0.0010348042706027627,0.006473822519183159,,
1782095888.495974,train,32,6300,0.0001321880594442527,0.27085280418395996,0.1643616408109665,0.2801003158092499,0.07265865802764893,0.0013677743263542652,0.008334947749972343,,
1782095897.9418764,train,32,6350,0.00013217857338544816,0.3943062424659729,0.2663743495941162,0.3697100877761841,0.07069902122020721,0.001548551139421761,0.008258741348981857,,
1782095907.5643656,train,32,6400,0.00013216908700362676,0.1756066232919693,0.08833029866218567,0.21999505162239075,0.06433064490556717,0.001122452667914331,0.007299549877643585,,
1782095916.90095,train,32,6450,0.00013215960029888378,0.3785536289215088,0.28138330578804016,0.26684650778770447,0.060729607939720154,0.0009387001628056169,0.00562282046303153,,
1782095926.311995,train,32,6500,0.0001321501132713144,0.21539078652858734,0.12328189611434937,0.23365715146064758,0.06714045256376266,0.0012438672129064798,0.007950128056108952,,
1782095935.6941788,train,32,6550,0.00013214062592101377,0.26476457715034485,0.15707403421401978,0.3109135925769806,0.05965233966708183,0.0013597578508779407,0.009998275898396969,,
1782095945.1256897,train,32,6600,0.00013213113824807722,0.22963568568229675,0.14670434594154358,0.196928933262825,0.06718751788139343,0.001053523039445281,0.0054982611909508705,,
1782095954.5746143,train,32,6650,0.0001321216502525999,0.1872604787349701,0.10430563241243362,0.2013409584760666,0.06492000818252563,0.0015960264718160033,0.008402037434279919,,
1782095964.0224688,train,32,6700,0.00013211216193467705,0.23089247941970825,0.1469549983739853,0.21561488509178162,0.05983399599790573,0.0011677192524075508,0.0083644799888134,,
